Log_ID,Date,Equipment_ID,Equipment_Type,Purchase_Date,Owner_Farm_ID,Operator_ID,Operator_Name,Experience_Years,Field_ID,Field_Name,Area_Acres,Hours_Used,Fuel_Liters,Maintenance_Type,Maintenance_Cost,Part_Replaced,Breakdown_Probability,Risk_Category
LOG-06593,2022-03-09,EQ-073,,2022-05-23,FARM-07,OP-015,Laura Anderson,4.0,FLD-007,Golden Field,346.56,5.0,32.3,None,0.0,None,0.67,Medium
LOG-05634,2023-02-09,EQ-024,Tractor,2021-10-31,FARM-03,OP-047,Charles Hernandez,18.0,FLD-016,Valley Field,341.89,7.2,56.7,None,0.0,None,0.1,Low
LOG-06215,14-07-2023,EQ-061,Planter,2022-07-14,FARM-06,OP-049,Michael Williams,19.0,FLD-009,South Field,474.95,2.6,9.7,None,0.0,None,0.68,Medium
LOG-02698,2024-10-16,EQ-030,Tractor,2017-05-14,FARM-10,OP-038,Grace Gonzalez,8.0,FLD-012,River Field,258.49,6.6,31.1,None,0.0,None,0.38,Medium
LOG-02819,2024-11-12,EQ-093,Planter,2020-08-21,FARM-09,OP-043,Sarah Brown,1.0,FLD-005,North Field,357.3,2.0,6.0,None,0.0,None,0.77,High
LOG-03024,19-12-2023,EQ-022,Harvester,2019-02-25,FARM-06,OP-014,John Hernandez,18.0,FLD-008,West Field,188.47,1.7,7.7,None,0.0,None,0.36,Medium
LOG-03341,2022-05-26,EQ-063,Tractor,2017-10-12,FARM-04,OP-036,Jessica Anderson,14.0,FLD-017,East Field,311.6,2.0,14.4,None,0.0,None,0.85,High
LOG-01562,2022-02-22,EQ-057,Harvester,2016-06-09,FARM-08,OP-008,James Rodriguez,9.0,FLD-013,Valley Field,169.83,5.9,39.6,None,0.0,None,0.38,Medium
LOG-02346,2024-05-03,EQ-092,Tractor,,FARM-10,OP-015,Laura Anderson,4.0,FLD-019,North Field,158.9,4.8,,None,0.0,None,0.17,Low
LOG-03766,2024-08-20,EQ-071,Planter,2017-09-22,FARM-08,OP-019,James Lopez,11.0,FLD-005,North Field,357.3,3.8,24.2,None,0.0,None,0.71,High
LOG-05373,2024-05-31,EQ-009,Sprayer,2015-01-27,FARM-03,OP-037,John Williams,11.0,FLD-008,West Field,188.47,5.3,23.5,Inspection,481.35,None,0.96,High
LOG-03705,2024-12-11,EQ-081,,2015-11-05,FARM-08,OP-038,Grace Gonzalez,8.0,FLD-020,West Field,220.65,,35.5,None,0.0,None,0.61,Medium
LOG-03950,2022-03-15,EQ-098,Harvester,,FARM-10,OP-031,Alice Anderson,12.0,FLD-010,Hill Field,315.35,4.5,33.0,Repair,1097.16,Blade,0.17,Low
LOG-00983,2024-08-21,EQ-027,Harvester,2022-09-05,FARM-06,OP-047,Charles Hernandez,18.0,FLD-003,Golden Field,66.67,9.7,58.9,Inspection,612.77,,0.87,High
LOG-01003,2023/02/26,EQ-009,Sprayer,2015-01-27,FARM-03,OP-025,Michael Williams,15.0,FLD-010,Hill Field,315.35,3.6,22.7,Routine,133.31,None,0.52,Medium
LOG-00374,2023/10/17,EQ-019,Sprayer,2015-11-23,FARM-04,OP-039,Michael Williams,4.0,FLD-009,South Field,474.95,11.0,83.3,Routine,612.74,None,0.4,Medium
LOG-06652,2022-08-09,EQ-066,Tractor,2015-10-18,FARM-01,OP-020,James Hernandez,9.0,FLD-020,West Field,220.65,6.8,33.7,None,0.0,None,0.88,High
LOG-05046,2022-06-16,EQ-048,Tractor,2022-01-05,FARM-05,OP-025,Michael Williams,15.0,FLD-003,Golden Field,66.67,11.2,75.9,None,0.0,None,,Medium
LOG-01596,10-09-2022,EQ-036,Planter,2021-07-18,FARM-07,OP-009,David Anderson,12.0,FLD-013,Valley Field,169.83,9.0,53.4,None,0.0,None,0.21,Low
LOG-00309,03-03-2024,EQ-047,Sprayer,2020-08-12,FARM-03,OP-021,Chloe Jones,2.0,FLD-005,North Field,,10.5,61.3,None,0.0,None,0.68,Medium
LOG-01021,2023-03-28,EQ-044,Sprayer,2023-08-15,FARM-06,OP-013,Laura Martinez,17.0,FLD-003,Golden Field,66.67,11.5,40.1,,,None,0.66,Medium
LOG-04358,"August 03, 2023",EQ-083,Tractor,2016-01-18,FARM-04,OP-044,James Miller,11.0,FLD-004,Sunny Field,103.14,2.8,16.6,None,0.0,None,0.5,Medium
LOG-06223,2022-12-07,EQ-028,Tractor,2017-07-27,FARM-01,OP-016,David Jones,4.0,FLD-017,East Field,311.6,4.6,16.3,None,0.0,None,0.54,Medium
LOG-01175,2022-01-06,EQ-012,Tractor,2016-01-15,FARM-07,OP-016,David Jones,4.0,FLD-012,River Field,258.49,3.2,23.2,None,0.0,None,0.47,Medium
LOG-01729,2024-07-09,EQ-094,Harvester,,FARM-09,OP-018,David Jones,10.0,FLD-003,Golden Field,66.67,5.3,21.0,None,,None,0.71,
LOG-01318,2023-04-30,EQ-061,Planter,2022-07-14,FARM-06,OP-021,Chloe Jones,2.0,FLD-008,West Field,188.47,2.2,16.3,None,0.0,None,0.39,Medium
LOG-04376,"August 16, 2023",EQ-024,Tractor,2021-10-31,FARM-03,OP-028,Alice Wilson,12.0,FLD-012,River Field,258.49,10.7,55.5,None,0.0,None,0.98,High
LOG-05520,2023-05-12,EQ-028,Tractor,2017-07-27,FARM-01,OP-040,Charles Wilson,2.0,FLD-016,Valley Field,341.89,2.3,10.6,Inspection,513.68,None,0.68,Medium
LOG-01845,2023-05-30,EQ-078,Harvester,2017-02-23,FARM-04,OP-037,John Williams,11.0,FLD-013,Valley Field,,6.8,34.3,None,0.0,None,0.5,Medium
LOG-06580,2024-09-12,EQ-088,Planter,2018-03-14,FARM-07,OP-033,Emily Garcia,18.0,FLD-002,Hill Field,223.83,11.6,38.3,Repair,508.38,Blade,,High
LOG-04061,2024-07-09,EQ-057,Harvester,2016-06-09,FARM-08,OP-035,Sarah Wilson,6.0,FLD-010,Hill Field,315.35,5.9,35.2,None,0.0,None,0.54,Medium
LOG-04296,2023-09-12,EQ-091,Tractor,2023-05-22,FARM-06,OP-050,Michael Smith,4.0,FLD-012,River Field,,3.1,20.2,Routine,887.58,None,0.54,Medium
LOG-00813,2022/04/26,EQ-046,Harvester,2020-02-02,FARM-01,OP-027,Emily Johnson,5.0,FLD-012,River Field,258.49,8.3,35.2,None,0.0,None,0.59,Medium
LOG-00066,2024/10/16,EQ-080,Harvester,2018-02-14,FARM-08,OP-044,James Miller,,FLD-008,West Field,188.47,11.0,40.9,None,0.0,None,0.26,Low
LOG-01426,2023-07-28,EQ-014,Sprayer,,FARM-08,OP-047,Charles Hernandez,18.0,FLD-007,Golden Field,346.56,3.0,17.5,Repair,807.36,Hydraulics,0.76,High
LOG-04077,"July 14, 2022",EQ-046,Harvester,2020-02-02,FARM-01,OP-022,Robert Hernandez,14.0,FLD-004,Sunny Field,103.14,8.4,56.3,None,0.0,None,0.83,High
LOG-03348,2023-03-23,EQ-020,Tractor,2019-04-06,FARM-05,OP-031,Alice Anderson,12.0,FLD-009,South Field,474.95,7.6,28.7,None,0.0,None,0.77,High
LOG-03480,2024/10/27,EQ-043,,2022-08-18,FARM-02,OP-039,Michael Williams,4.0,FLD-006,North Field,264.76,8.7,47.4,None,0.0,None,0.46,Medium
LOG-01922,2023-07-14,EQ-053,Sprayer,2018-06-13,FARM-04,OP-001,William Anderson,9.0,,East Field,311.6,7.3,48.5,None,0.0,None,0.49,Medium
LOG-01872,2022-01-05,EQ-083,Tractor,2016-01-18,FARM-04,OP-010,Robert Anderson,8.0,FLD-002,Hill Field,223.83,6.2,19.6,None,0.0,None,0.84,High
LOG-02447,2023-04-18,EQ-008,Planter,2017-06-21,FARM-08,OP-006,John Davis,20.0,FLD-006,North Field,264.76,9.1,52.6,None,0.0,None,0.49,Medium
LOG-02092,2023-11-23,EQ-022,Harvester,2019-02-25,FARM-06,OP-009,David Anderson,12.0,FLD-016,Valley Field,341.89,6.6,52.2,None,0.0,None,0.28,Low
LOG-01401,2023-04-15,EQ-021,Planter,2022-02-16,FARM-06,OP-035,Sarah Wilson,6.0,FLD-013,Valley Field,169.83,4.2,16.0,None,0.0,None,0.42,Medium
LOG-03689,"March 10, 2022",EQ-063,Tractor,2017-10-12,FARM-04,OP-041,,7.0,FLD-020,,220.65,7.4,36.3,Inspection,170.2,None,0.15,Low
LOG-00487,2022-12-23,EQ-034,Harvester,2023-05-10,FARM-09,OP-038,Grace Gonzalez,8.0,FLD-018,River Field,208.98,5.1,25.0,None,0.0,None,0.89,High
LOG-04398,"October 28, 2024",EQ-014,Sprayer,2015-06-27,FARM-08,OP-002,James Hernandez,11.0,FLD-018,,208.98,5.4,42.5,Routine,676.38,None,0.76,High
LOG-03028,2022/04/03,EQ-012,Tractor,2016-01-15,FARM-07,OP-020,James Hernandez,9.0,FLD-020,West Field,220.65,1.3,9.9,None,0.0,None,0.91,High
LOG-04315,"April 01, 2024",EQ-073,Tractor,2022-05-23,,OP-022,Robert Hernandez,14.0,FLD-014,River Field,,4.4,13.8,None,0.0,None,0.21,
LOG-03787,27-03-2023,EQ-040,Planter,2021-09-08,FARM-02,OP-009,David Anderson,12.0,FLD-006,North Field,264.76,5.0,32.6,None,0.0,None,0.76,High
LOG-00922,22-09-2024,EQ-048,Tractor,2022-01-05,FARM-05,OP-020,James Hernandez,9.0,FLD-010,Hill Field,315.35,1.3,4.8,None,0.0,None,0.42,Medium
LOG-00323,2024-08-10,EQ-006,Harvester,2017-08-10,FARM-09,OP-026,Grace Rodriguez,1.0,FLD-003,Golden Field,66.67,10.5,72.1,None,0.0,,0.09,Low
LOG-00249,2022-04-20,EQ-065,Harvester,2021-08-07,FARM-04,OP-048,William Smith,4.0,FLD-012,River Field,258.49,2.1,8.7,Routine,927.49,None,0.61,Medium
LOG-05967,2024-05-16,,Planter,2017-02-18,FARM-02,OP-027,,5.0,FLD-019,North Field,158.9,9.5,,None,0.0,None,0.03,Low
LOG-02272,2022-11-30,EQ-061,Planter,2022-07-14,,OP-012,,18.0,,East Field,,11.1,67.2,None,0.0,,,High
LOG-02058,2024-01-20,EQ-021,Planter,2022-02-16,FARM-06,OP-006,John Davis,20.0,FLD-013,Valley Field,169.83,1.2,5.6,None,0.0,None,0.93,High
LOG-04223,2024-08-14,EQ-024,Tractor,2021-10-31,FARM-03,OP-024,William Gonzalez,5.0,FLD-012,River Field,258.49,8.5,58.4,None,0.0,None,0.66,Medium
LOG-01559,07-01-2023,EQ-019,Sprayer,2015-11-23,FARM-04,OP-014,John Hernandez,18.0,FLD-010,Hill Field,315.35,2.1,11.9,None,,None,0.05,Low
LOG-00232,2023-10-03,EQ-041,Planter,2019-04-13,,OP-014,John Hernandez,18.0,FLD-012,River Field,,5.6,32.6,None,0.0,None,0.15,Low
LOG-01182,2022-12-22,EQ-083,Tractor,2016-01-18,FARM-04,OP-003,Sarah Jones,13.0,FLD-020,West Field,220.65,6.5,19.9,None,0.0,None,0.68,Medium
LOG-06155,2023-07-25,EQ-092,Tractor,2015-07-25,,OP-004,David Hernandez,10.0,FLD-004,Sunny Field,103.14,6.6,33.6,None,0.0,None,0.45,Medium
LOG-04248,"January 27, 2024",EQ-011,Harvester,2017-05-31,FARM-06,OP-006,John Davis,20.0,,Sunny Field,103.14,10.3,39.8,Inspection,463.3,None,0.04,Low
LOG-01062,2023/10/22,EQ-085,Planter,2017-05-25,FARM-07,OP-013,Laura Martinez,17.0,FLD-001,Sunny Field,222.94,1.2,5.8,Routine,1220.96,None,0.33,Medium
LOG-05236,2022-03-12,EQ-004,Tractor,2021-08-15,FARM-07,,David Miller,5.0,FLD-006,North Field,264.76,7.8,42.0,None,0.0,None,0.96,High
LOG-04941,2022-10-06,EQ-083,Tractor,2016-01-18,FARM-04,OP-047,Charles Hernandez,18.0,FLD-004,Sunny Field,103.14,,60.2,None,0.0,None,0.92,High
LOG-00092,2023-07-18,EQ-019,Sprayer,2015-11-23,FARM-04,OP-005,Daniel Garcia,3.0,FLD-005,North Field,357.3,7.9,46.8,None,0.0,None,0.38,Medium
LOG-02903,2022-02-02,EQ-097,,2016-05-06,FARM-10,OP-027,Emily Johnson,5.0,FLD-013,Valley Field,169.83,2.4,11.4,None,0.0,None,0.37,Medium
LOG-00319,25-08-2022,EQ-033,Harvester,2017-12-20,FARM-03,OP-050,Michael Smith,4.0,FLD-004,,103.14,,19.4,Routine,1301.25,None,0.25,Low
LOG-03850,2022/10/01,EQ-098,Harvester,2021-06-29,FARM-10,OP-049,Michael Williams,19.0,FLD-009,South Field,474.95,7.1,34.1,None,0.0,None,0.67,Medium
LOG-06065,2023-06-22,EQ-023,Harvester,2022-07-08,FARM-05,OP-018,David Jones,10.0,FLD-015,West Field,216.02,11.5,71.4,None,0.0,None,0.34,Medium
LOG-06667,2023-01-03,EQ-032,Planter,2022-03-18,FARM-08,OP-032,James Hernandez,8.0,FLD-012,River Field,258.49,1.2,8.5,None,0.0,None,,Low
LOG-05193,2023-12-19,EQ-046,Harvester,2020-02-02,FARM-01,OP-003,Sarah Jones,13.0,,West Field,220.65,6.3,36.9,None,0.0,None,0.53,Medium
LOG-00966,"November 08, 2024",EQ-025,Harvester,2016-10-31,FARM-08,OP-037,John Williams,11.0,FLD-005,North Field,357.3,3.8,1939.9999999999998,,0.0,None,0.45,Medium
LOG-06014,2023-09-24,EQ-045,Tractor,2018-04-17,FARM-07,OP-002,James Hernandez,11.0,FLD-015,West Field,216.02,3.4,,Routine,340.0,None,0.36,Medium
LOG-05188,2024-08-18,EQ-048,Tractor,2022-01-05,FARM-05,OP-042,Daniel Garcia,10.0,FLD-020,West Field,220.65,3.7,25.1,None,0.0,None,0.1,
LOG-04938,"July 14, 2022",EQ-058,Harvester,2017-12-21,FARM-09,OP-003,,13.0,FLD-017,East Field,311.6,11.8,35.5,None,0.0,None,0.69,Medium
LOG-06724,2023-11-09,EQ-074,Sprayer,2019-10-01,FARM-07,OP-027,Emily Johnson,5.0,FLD-002,Hill Field,223.83,7.0,42.3,None,0.0,None,0.98,High
LOG-06034,2024-07-12,EQ-093,Planter,2020-08-21,FARM-09,OP-010,Robert Anderson,8.0,FLD-017,East Field,311.6,1.7,12.5,None,0.0,None,0.52,Medium
LOG-03104,2024-04-17,EQ-001,Tractor,2015-04-13,FARM-05,OP-001,William Anderson,9.0,FLD-014,River Field,281.66,7.0,23.1,None,0.0,None,0.96,High
LOG-01042,2022-01-27,EQ-020,Tractor,2019-04-06,,OP-013,Laura Martinez,17.0,FLD-001,Sunny Field,222.94,10.5,69.8,None,0.0,None,0.41,Medium
LOG-03004,2023-03-23,EQ-003,Tractor,2022-08-03,FARM-09,OP-005,Daniel Garcia,3.0,FLD-014,River Field,281.66,11.3,68.5,None,0.0,None,0.75,High
LOG-06565,2023-02-04,,Harvester,2022-07-08,FARM-05,OP-005,Daniel Garcia,3.0,FLD-019,North Field,158.9,10.4,65.3,None,0.0,None,0.09,Low
LOG-04708,2022-05-06,EQ-032,Planter,2022-03-18,FARM-08,OP-013,Laura Martinez,17.0,FLD-008,West Field,188.47,6.6,32.1,None,0.0,None,0.53,Medium
LOG-02888,2022-10-10,EQ-047,Sprayer,2020-08-12,FARM-03,OP-015,Laura Anderson,,FLD-001,Sunny Field,222.94,9.2,31.0,None,0.0,,0.03,Low
LOG-05348,2023-12-22,EQ-048,Tractor,2022-01-05,FARM-05,OP-022,Robert Hernandez,14.0,FLD-020,West Field,220.65,10.7,65.4,None,0.0,None,0.39,Medium
LOG-03050,2024-10-22,EQ-028,Tractor,2017-07-27,FARM-01,OP-020,James Hernandez,9.0,FLD-006,North Field,264.76,5.4,37.1,None,,,0.44,Medium
LOG-03275,2022-08-17,EQ-011,Harvester,2017-05-31,,OP-047,Charles Hernandez,18.0,FLD-004,Sunny Field,103.14,2.6,16.3,None,0.0,None,0.28,Low
LOG-02334,06-01-2024,EQ-092,Tractor,2015-07-25,FARM-10,OP-029,David Miller,5.0,FLD-016,Valley Field,,10.4,37.8,None,0.0,None,0.25,Low
LOG-02070,2022-03-20,EQ-074,Sprayer,2019-10-01,FARM-07,OP-013,Laura Martinez,17.0,FLD-016,Valley Field,341.89,9.7,54.9,None,0.0,None,0.01,Low
LOG-01906,18-05-2022,EQ-080,Harvester,2018-02-14,FARM-08,OP-041,Chloe Brown,7.0,FLD-016,Valley Field,,11.7,78.7,None,0.0,None,0.93,High
LOG-04013,2022-03-16,EQ-075,Planter,2023-03-06,FARM-01,OP-015,Laura Anderson,4.0,FLD-006,North Field,264.76,6.5,46.8,None,0.0,None,0.04,Low
LOG-03564,2022-06-16,EQ-013,Tractor,2019-01-10,FARM-06,OP-032,James Hernandez,8.0,FLD-016,Valley Field,341.89,10.4,67.6,Inspection,550.83,None,0.5,
LOG-03754,2024-04-24,EQ-060,Harvester,2022-12-30,FARM-05,OP-011,Sophia Jones,6.0,FLD-004,Sunny Field,103.14,,19.9,None,,,0.72,High
LOG-04698,2023-11-03,EQ-036,Planter,2021-07-18,FARM-07,OP-037,John Williams,11.0,FLD-014,River Field,281.66,10.7,43.3,None,0.0,None,0.5,Medium
LOG-02630,2024-07-30,EQ-095,Tractor,2017-01-31,FARM-02,,Grace Gonzalez,8.0,FLD-018,River Field,208.98,9.1,55.4,None,0.0,None,0.54,Medium
LOG-02198,"September 17, 2022",EQ-009,Sprayer,2015-01-27,FARM-03,OP-050,Michael Smith,4.0,FLD-017,East Field,311.6,8.7,52.0,None,0.0,None,0.55,Medium
LOG-00712,2023-11-28,EQ-012,Tractor,2016-01-15,FARM-07,OP-024,William Gonzalez,5.0,FLD-018,River Field,208.98,1.9,10.1,None,0.0,None,0.64,Medium
LOG-03662,"December 25, 2023",EQ-046,Harvester,2020-02-02,FARM-01,OP-006,John Davis,20.0,FLD-017,,311.6,11.3,86.5,Routine,558.25,None,0.04,Low
LOG-05984,2023-02-18,EQ-090,Sprayr,2017-06-10,FARM-01,OP-032,James Hernandez,8.0,FLD-010,Hill Field,315.35,7.6,28.0,Routine,,None,0.07,Low
LOG-01484,2023-05-15,EQ-079,Planter,2016-07-28,FARM-07,OP-033,Emily Garcia,18.0,FLD-018,River Field,208.98,8.6,27.9,None,0.0,None,0.22,Low
LOG-00266,2024-01-07,EQ-054,Tractor,2017-09-13,FARM-10,OP-035,,6.0,FLD-002,Hill Field,223.83,8.7,61.4,None,,None,0.91,High
LOG-03828,2023-01-12,EQ-055,Tractor,2015-12-17,FARM-08,OP-037,John Williams,11.0,FLD-001,Sunny Field,222.94,11.4,44.7,Routine,693.98,None,,High
LOG-03316,2023-10-19,EQ-084,Harvester,2019-07-23,FARM-08,OP-043,Sarah Brown,1.0,FLD-018,River Field,208.98,2.1,8.6,Routine,588.41,None,0.76,High
LOG-06300,2024-04-13,EQ-042,Planter,2020-12-07,FARM-05,OP-008,James Rodriguez,9.0,FLD-018,River Field,208.98,10.5,80.9,Routine,722.74,None,0.73,High
LOG-06632,2022-07-17,EQ-074,Sprayr,2019-10-01,FARM-07,OP-045,Michael Wilson,3.0,FLD-008,West Field,188.47,-11.2,50.9,None,0.0,None,0.46,Medium
LOG-00790,2023-02-14,EQ-078,Harvester,2017-02-23,FARM-04,OP-014,John Hernandez,18.0,FLD-019,,158.9,3.0,14.3,Routine,1276.5,None,0.93,High
LOG-05672,2024-02-07,EQ-022,Harvester,2019-02-25,FARM-06,OP-019,James Lopez,11.0,FLD-010,Hill Field,315.35,5.1,27.1,None,0.0,None,0.51,Medium
LOG-05741,2024-12-06,EQ-047,Sprayer,2020-08-12,FARM-03,OP-041,Chloe Brown,7.0,FLD-019,North Field,158.9,4.2,28.5,None,0.0,None,0.73,High
LOG-05401,2022-10-09,EQ-086,Tractor,2016-11-05,FARM-07,OP-022,Robert Hernandez,14.0,FLD-013,Valley Field,169.83,4.0,23.9,None,0.0,None,0.72,High
LOG-00839,2024-05-15,EQ-095,Tractor,2017-01-31,FARM-02,OP-027,Emily Johnson,5.0,FLD-011,South Field,362.68,10.6,75.3,None,0.0,None,0.69,Medium
LOG-00015,2022-02-25,EQ-051,Tractor,2021-09-19,FARM-06,OP-038,Grace Gonzalez,8.0,FLD-019,North Field,,1.9,9.8,None,0.0,None,0.19,Low
LOG-02576,2023-01-08,EQ-031,Sprayer,2017-05-20,FARM-08,OP-031,Alice Anderson,12.0,FLD-016,Valley Field,341.89,6.0,43.7,None,0.0,None,0.42,Medium
LOG-02790,2022-07-12,EQ-083,Tractor,2016-01-18,FARM-04,OP-041,Chloe Brown,,FLD-014,River Field,281.66,,,None,0.0,None,0.52,Medium
LOG-03837,25-10-2022,,Harvester,2016-06-09,FARM-08,OP-011,Sophia Jones,6.0,FLD-018,River Field,208.98,1.7,6.7,Inspection,1007.34,None,0.82,High
LOG-05764,,EQ-036,Planter,2021-07-18,,OP-050,Michael Smith,4.0,FLD-016,Valley Field,341.89,10.2,3170.0,None,0.0,None,0.62,
LOG-00009,2024-12-03,EQ-032,Planter,2022-03-18,FARM-08,OP-041,Chloe Brown,7.0,FLD-009,South Field,474.95,6.3,26.4,None,0.0,None,0.71,High
LOG-06750,2023-09-25,EQ-018,Tractor,2015-07-07,FARM-04,OP-021,Chloe Jones,2.0,FLD-007,Golden Field,346.56,6.6,30.4,Inspection,1089.21,None,0.45,Medium
LOG-01787,"August 18, 2023",EQ-038,Planter,2016-01-08,FARM-01,OP-011,Sophia Jones,6.0,FLD-002,Hill Field,223.83,7.6,39.0,None,0.0,None,,High
LOG-00333,2023-09-24,EQ-099,Tractor,2021-12-11,FARM-02,OP-014,John Hernandez,18.0,FLD-015,West Field,216.02,6.1,44.3,Routine,1221.02,None,0.31,Medium
LOG-04417,2023-01-30,EQ-041,Planter,2019-04-13,,,Emily Garcia,18.0,FLD-011,South Field,362.68,11.0,38.8,None,0.0,None,0.63,Medium
LOG-05228,2022-08-02,EQ-056,Tractor,2023-07-13,FARM-09,OP-045,Michael Wilson,3.0,FLD-003,Golden Field,66.67,11.9,70.8,None,0.0,None,0.23,Low
LOG-05554,"November 23, 2022",EQ-030,Tractor,2017-05-14,FARM-10,OP-007,Emily Johnson,18.0,FLD-004,Sunny Field,103.14,11.6,55.5,None,0.0,None,0.31,Medium
LOG-05518,2024-01-30,EQ-078,Harvester,2017-02-23,FARM-04,OP-018,,10.0,FLD-004,Sunny Field,103.14,10.6,37.2,None,0.0,None,0.76,High
LOG-02771,"January 12, 2022",EQ-076,Tractor,2015-09-06,FARM-07,OP-015,Laura Anderson,4.0,FLD-013,Valley Field,169.83,8.6,43.9,Routine,816.87,None,0.46,Medium
LOG-02500,2024-12-06,EQ-075,Planter,2023-03-06,,OP-011,Sophia Jones,6.0,FLD-001,Sunny Field,,2.1,13.2,None,0.0,None,0.76,High
LOG-02590,2023-03-16,EQ-029,Sprayer,2019-07-02,FARM-05,OP-047,Charles Hernandez,18.0,FLD-008,West Field,188.47,5.5,37.4,None,0.0,None,0.82,High
LOG-04829,"May 08, 2023",,Tractor,2021-09-19,FARM-06,OP-012,Daniel Wilson,18.0,FLD-012,River Field,258.49,8.5,36.2,None,0.0,None,0.9,High
LOG-06427,2024-02-20,EQ-087,Tractor,2019-05-19,FARM-05,OP-045,Michael Wilson,3.0,FLD-013,Valley Field,169.83,9.2,30.9,Routine,185.94,None,0.53,Medium
LOG-00340,06-06-2024,EQ-060,Harvester,2022-12-30,FARM-05,OP-004,David Hernandez,10.0,FLD-006,North Field,264.76,10.0,49.7,Routine,,None,0.18,Low
LOG-02184,2022-08-08,EQ-093,Planter,2020-08-21,FARM-09,OP-025,Michael Williams,15.0,FLD-012,River Field,258.49,9.6,50.9,None,0.0,None,0.8,High
LOG-04775,2023-03-03,EQ-066,Tractor,2015-10-18,FARM-01,,Laura Martinez,,FLD-005,North Field,357.3,7.2,45.0,None,0.0,None,0.76,High
LOG-01979,19-12-2024,EQ-033,Harvester,2017-12-20,FARM-03,OP-034,Grace Martinez,5.0,FLD-004,Sunny Field,103.14,9.1,39.2,None,0.0,None,0.95,High
LOG-04699,2022-04-19,EQ-087,Tractor,2019-05-19,FARM-05,OP-038,Grace Gonzalez,8.0,FLD-019,North Field,158.9,2.6,18.5,None,0.0,None,0.34,Medium
LOG-02478,2024-02-02,EQ-038,Planter,2016-01-08,FARM-01,OP-033,Emily Garcia,18.0,FLD-004,Sunny Field,103.14,6.9,50.7,None,0.0,None,0.54,Medium
LOG-03704,2023-04-01,EQ-093,Planter,2020-08-21,FARM-09,OP-018,David Jones,10.0,FLD-001,,222.94,3.4,27.1,None,0.0,None,0.26,Low
LOG-02935,2023-10-08,,Tractor,2015-12-17,FARM-08,OP-003,Sarah Jones,13.0,FLD-019,North Field,158.9,10.0,30.7,None,0.0,None,,High
LOG-05049,2022-05-18,EQ-037,Sprayer,2017-06-17,FARM-03,OP-003,Sarah Jones,13.0,FLD-011,South Field,362.68,7.3,32.0,None,0.0,None,0.29,Low
LOG-00623,2024-08-02,EQ-039,Tractor,2016-09-18,FARM-03,OP-050,,4.0,FLD-010,Hill Field,315.35,2.8,12.5,None,0.0,None,0.69,Medium
LOG-03974,2022-12-07,EQ-010,Planter,2018-10-25,FARM-05,OP-006,John Davis,20.0,FLD-017,East Field,311.6,5.4,36.4,None,0.0,None,0.34,Medium
LOG-06140,2023-06-08,EQ-100,Planter,2022-05-16,FARM-10,OP-033,Emily Garcia,18.0,FLD-020,West Field,,2.9,13.1,None,0.0,None,0.61,Medium
LOG-02198,2022-09-17,EQ-009,Sprayer,2015-01-27,FARM-03,OP-050,Michael Smith,4.0,FLD-017,East Field,311.6,8.7,52.0,None,0.0,None,0.55,Medium
LOG-05386,2024-04-06,EQ-084,Harvester,2019-07-23,FARM-08,OP-027,Emily Johnson,5.0,FLD-007,Golden Field,346.56,6.1,46.8,None,0.0,None,0.51,Medium
LOG-01903,,EQ-070,Harvester,2021-01-17,FARM-03,OP-017,Emily Lopez,18.0,FLD-001,Sunny Field,222.94,11.9,45.4,None,0.0,None,0.52,Medium
LOG-02953,2024-01-02,EQ-017,Sprayer,2021-06-22,FARM-04,OP-019,James Lopez,11.0,FLD-002,Hill Field,223.83,1.8,8.8,None,0.0,None,0.11,Low
LOG-05004,2022-11-11,EQ-095,Tractor,2017-01-31,FARM-02,OP-004,David Hernandez,10.0,FLD-007,Golden Field,346.56,4.8,19.1,None,0.0,None,0.84,High
LOG-02506,2023-09-03,EQ-082,Tractor,2015-07-27,FARM-09,OP-001,William Anderson,9.0,FLD-015,West Field,216.02,10.8,63.7,None,0.0,None,0.45,Medium
LOG-02182,2024-05-17,EQ-034,Harvester,2023-05-10,FARM-09,OP-006,John Davis,20.0,FLD-019,North Field,158.9,2.2,,None,0.0,None,0.55,Medium
LOG-01804,05-03-2022,EQ-099,,2021-12-11,FARM-02,OP-005,Daniel Garcia,3.0,FLD-014,River Field,281.66,5.6,32.5,None,0.0,None,0.77,High
LOG-01264,2022-06-03,EQ-027,Harvester,2022-09-05,FARM-06,OP-045,Michael Wilson,3.0,FLD-003,Golden Field,66.67,11.7,38.6,Routine,363.4,None,0.81,High
LOG-00197,"September 01, 2024",EQ-071,Planter,2017-09-22,FARM-08,OP-011,Sophia Jones,6.0,FLD-014,River Field,281.66,6.3,25.2,None,0.0,None,0.32,Medium
LOG-03800,2024-08-15,EQ-100,Planter,2022-05-16,FARM-10,OP-016,David Jones,4.0,FLD-019,North Field,158.9,5.4,22.8,None,0.0,None,0.89,High
LOG-01563,2023-02-11,EQ-058,Harvester,2017-12-21,FARM-09,OP-029,David Miller,5.0,FLD-013,Valley Field,169.83,3.3,16.2,None,0.0,None,0.1,Low
LOG-01145,14-02-2022,EQ-054,Tractor,2017-09-13,FARM-10,OP-034,Grace Martinez,5.0,FLD-017,East Field,311.6,2.8,12.2,None,0.0,None,0.29,Low
